Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-158.223,4244.0,17.0,2,18.0,5.513,24.06482,101.82,240.42,0.07,0.025,0.3,1.8,0.0,0.11,0.07,0.276,1.544,0.008,0.07,33.4217
-158.223,4244.0,17.0,21,17.939,5.517,24.08455,101.77,240.6,0.075,0.024,0.28,1.28,0.0,0.0,0.0,0.353,1.422,0.081,0.0,33.426
-158.223,4244.0,17.0,27,17.926,5.521,24.08927,101.82,240.77,0.066,0.038,0.3,1.29,0.0,0.0,0.0,0.312,1.413,0.104,0.0,33.4274
-158.223,4244.0,17.0,50,16.841,5.729,24.35133,103.45,249.78,0.106,0.057,0.3,1.28,0.0,0.0,0.0,0.368,1.447,0.189,0.0,33.4297
-158.223,4244.0,17.0,90,12.954,5.584,25.16471,93.18,243.26,0.33,0.278,0.57,3.05,0.153,2.38,0.09,0.196,1.051,0.316,0.09,33.3957
-158.223,4244.0,17.0,112,12.1,4.936,25.5274,81.02,214.96,0.198,0.136,0.8,6.05,0.124,7.26,0.0,0.187,0.137,0.373,0.0,33.6495
-47.498,103.0,9.0,0,15.971,5.456,24.74266,97.01,237.78,1.197,0.439,0.43,4.19,0.071,3.26,0.1,0.477,34.83,0.0,0.1,33.6837
-47.498,103.0,9.0,2,15.971,5.456,24.74281,97.01,237.78,1.197,0.439,0.43,4.19,0.071,3.26,0.1,0.477,34.83,0.006,0.1,33.6837
-47.498,103.0,9.0,7,13.661,5.057,25.22786,85.8,220.29,2.565,0.989,0.72,6.19,0.129,6.32,0.18,0.64,62.467,0.021,0.18,33.6667
-47.498,103.0,9.0,9,13.382,5.025,25.27781,84.76,218.88,3.347,0.869,0.77,5.88,0.141,6.69,0.23,0.599,64.098,0.027,0.23,33.6578
-47.498,103.0,9.0,16,12.079,4.214,25.54863,69.17,183.51,1.953,1.215,1.09,10.62,0.183,11.72,0.22,0.526,24.374,0.044,0.22,33.6778
-47.498,103.0,9.0,30,11.235,3.712,25.72323,59.85,161.62,0.916,0.778,1.32,14.97,0.111,15.88,0.09,0.466,2.019,0.077,0.09,33.7006
-47.498,103.0,9.0,36,10.775,3.381,25.85432,53.99,147.19,0.402,0.343,1.48,18.15,0.088,18.21,0.06,0.578,0.517,0.09,0.06,33.7631
-162.673,4191.0,9.0,0,16.361,5.956,24.37383,106.49,259.67,0.437,0.094,0.2,0.71,0.015,0.0,0.03,0.644,10.813,0.0,0.03,33.3193
-162.673,4191.0,9.0,2,16.361,5.956,24.37398,106.49,259.67,0.437,0.094,0.2,0.71,0.0,0.0,0.0,0.644,10.813,0.007,0.0,33.3193
-162.673,4191.0,9.0,10,16.185,6.0,24.40874,106.89,261.58,0.464,0.109,0.19,0.55,0.0,0.0,0.0,0.564,12.284,0.035,0.0,33.3115
-162.673,4191.0,9.0,12,16.122,6.023,24.42235,107.16,262.58,0.475,0.087,0.2,0.49,0.0,0.0,0.0,0.786,11.991,0.042,0.0,33.3104
-162.673,4191.0,9.0,32,14.812,5.947,24.85611,103.19,259.15,0.918,0.249,0.28,1.1,0.05,0.25,0.88,0.989,10.49,0.108,0.88,33.4961
-162.673,4191.0,9.0,41,13.787,5.906,24.93362,100.24,257.35,0.693,0.376,0.39,2.31,0.078,1.09,0.8,0.454,1.947,0.135,0.8,33.3169
-162.673,4191.0,9.0,50,13.576,5.758,25.03664,97.35,250.87,0.462,0.398,0.47,3.52,0.134,2.38,1.22,0.574,0.552,0.162,1.22,33.3938
-11.202,647.0,10.0,0,20.211,5.774,23.74144,111.38,251.89,0.498,0.124,0.08,2.02,0.026,0.24,0.11,0.168,17.337,0.0,0.11,33.733
-11.202,647.0,10.0,2,20.211,5.774,23.74164,111.38,251.89,0.498,0.124,0.08,2.02,0.026,0.24,0.11,0.168,17.337,0.008,0.11,33.733
-11.202,647.0,10.0,10,19.843,5.748,23.82716,110.11,250.73,0.549,0.141,0.08,1.8,0.0,0.05,0.09,0.356,17.429,0.041,0.09,33.7178
-11.202,647.0,10.0,12,19.616,5.794,23.89367,110.51,252.73,0.589,0.162,0.06,1.94,0.0,0.0,0.0,0.375,17.69,0.049,0.0,33.7276
-11.202,647.0,10.0,22,16.234,6.045,24.63681,108.0,263.48,1.281,0.399,0.22,3.11,0.026,0.0,0.08,0.528,23.91,0.086,0.08,33.6217
-11.202,647.0,10.0,41,12.083,4.137,25.49281,67.88,180.17,0.711,0.436,1.03,10.92,0.608,11.06,3.6,0.192,3.538,0.141,3.6,33.6053
-11.202,647.0,10.0,50,11.234,3.55,25.64153,57.19,154.58,0.352,0.31,1.38,16.51,0.832,17.01,11.54,0.32,0.396,0.163,11.54,33.5942
-111.682,798.0,9.0,0,16.442,5.717,24.33459,102.36,249.26,0.172,0.056,0.22,1.94,0.025,0.0,0.03,0.338,4.535,0.0,0.03,33.2924
-111.682,798.0,9.0,3,16.442,5.717,24.3348,102.36,249.26,0.172,0.056,0.22,1.94,0.025,0.0,0.0,0.338,4.535,0.011,0.0,33.2924
-111.682,798.0,9.0,15,15.851,5.838,24.49678,103.32,254.49,0.264,0.135,0.21,1.49,0.0,0.0,0.26,0.206,7.879,0.053,0.26,33.3274
-111.682,798.0,9.0,18,15.521,5.851,24.54352,102.86,255.05,0.33,0.137,0.22,1.47,0.0,0.0,0.0,0.187,6.484,0.063,0.0,33.2923
-111.682,798.0,9.0,32,14.848,6.042,24.74845,104.82,263.32,1.737,0.748,0.22,0.74,0.0,0.0,0.0,0.352,20.445,0.109,0.0,33.3665
-111.682,798.0,9.0,58,13.107,5.763,25.16951,96.47,251.07,2.798,1.237,0.29,1.16,0.073,0.35,0.23,0.366,7.185,0.19,0.23,33.4432
-111.682,798.0,9.0,72,10.646,4.698,25.71078,74.71,204.55,0.153,0.189,0.98,9.32,0.05,11.58,0.05,0.038,0.188,0.226,0.05,33.5479
-270.376,4160.0,17.0,0,18.833,5.437,24.02389,102.15,237.12,0.108,0.019,0.22,1.52,0.01,0.02,0.0,0.564,2.137,0.0,0.0,33.6382
-270.376,4160.0,17.0,2,18.833,5.437,24.02406,102.15,237.12,0.108,0.019,0.22,1.52,0.0,0.0,0.0,0.564,2.137,0.008,0.0,33.6382
-270.376,4160.0,17.0,23,18.658,5.5,24.0736,102.99,239.86,0.099,0.023,0.21,1.5,0.0,0.0,0.0,0.328,2.099,0.089,0.0,33.6432
-270.376,4160.0,17.0,30,18.638,5.449,24.0695,101.98,237.64,0.108,0.019,0.22,1.5,0.0,0.0,0.0,0.374,2.664,0.116,0.0,33.6305
-270.376,4160.0,17.0,54,15.276,6.114,24.77968,107.08,266.45,0.221,0.069,0.23,1.63,0.0,0.0,0.0,0.291,2.797,0.202,0.0,33.5258
-270.376,4160.0,17.0,97,11.496,4.28,25.60451,69.34,186.37,0.307,0.311,1.08,11.05,0.076,12.7,0.0,0.817,0.886,0.32,0.0,33.6051
-270.376,4160.0,17.0,119,10.687,3.754,25.80884,59.79,163.44,0.093,0.102,1.37,16.06,0.0,17.36,0.0,0.14,0.379,0.371,0.0,33.6804
-68.908,1724.0,4.0,0,17.423,5.808,24.3998,106.25,253.21,0.458,0.161,0.16,0.32,0.01,0.0,0.1,0.349,18.119,0.0,0.1,33.6773
-68.908,1724.0,4.0,2,17.423,5.808,24.39996,106.25,253.21,0.458,0.161,0.16,0.32,0.0,0.0,0.1,0.349,18.119,0.007,0.1,33.6773
-68.908,1724.0,4.0,8,17.38,5.864,24.41026,107.18,255.64,0.486,0.166,0.16,0.3,0.0,0.0,0.0,0.517,19.618,0.028,0.0,33.6767
-68.908,1724.0,4.0,10,17.264,5.879,24.43836,107.21,256.29,0.521,0.183,0.15,0.26,0.0,0.0,0.0,0.399,17.049,0.035,0.0,33.6771
-68.908,1724.0,4.0,18,14.176,5.518,25.08125,94.59,240.4,3.117,1.049,0.46,3.54,0.271,2.91,0.0,0.472,40.556,0.061,0.0,33.6141
-68.908,1724.0,4.0,31,12.364,4.632,25.41071,76.45,201.74,0.781,0.598,0.96,9.29,0.362,9.92,0.16,0.216,2.143,0.096,0.16,33.5691
-68.908,1724.0,4.0,40,11.203,4.083,25.64947,65.75,177.78,0.375,0.388,1.2,12.68,0.127,14.04,0.0,0.151,0.166,0.118,0.0,33.5978
-168.755,3837.0,18.0,0,15.792,5.886,24.49511,104.05,256.58,0.395,0.119,0.23,1.0,0.02,0.0,0.16,0.276,9.224,0.0,0.16,33.3094
-168.755,3837.0,18.0,2,15.792,5.886,24.49525,104.05,256.58,0.395,0.119,0.23,1.0,0.0,0.0,0.16,0.276,9.224,0.007,0.16,33.3094
-168.755,3837.0,18.0,9,15.805,5.917,24.49821,104.63,257.93,0.385,0.121,0.22,0.99,0.0,0.0,0.0,0.268,10.844,0.031,0.0,33.3164
-168.755,3837.0,18.0,14,15.772,5.904,24.50295,104.33,257.36,0.39,0.125,0.24,0.82,0.0,0.0,0.07,0.197,10.18,0.048,0.07,33.3125
-168.755,3837.0,18.0,26,15.745,5.874,24.51512,103.74,256.06,0.424,0.132,0.22,0.76,0.0,0.0,0.0,0.366,8.935,0.089,0.0,33.3194
-168.755,3837.0,18.0,44,15.625,5.89,24.53793,103.78,256.74,0.384,0.146,0.23,0.84,0.0,0.0,0.06,0.178,1.835,0.151,0.06,33.3127
-168.755,3837.0,18.0,54,14.98,5.976,24.70545,103.94,260.45,0.221,0.093,0.24,1.28,0.0,0.0,0.0,0.079,0.226,0.184,0.0,33.3458
-327.846,4040.0,13.0,0,17.751,5.577,23.98827,102.4,243.23,0.079,0.02,0.27,1.45,0.003,0.07,0.12,0.088,1.917,0.0,0.12,33.243
-327.846,4040.0,13.0,2,17.751,5.577,23.98843,102.4,243.23,0.079,0.02,0.27,1.45,0.0,0.07,0.12,0.088,1.917,0.008,0.12,33.243
-327.846,4040.0,13.0,27,17.433,5.634,24.0875,102.82,245.7,0.086,0.02,0.25,1.38,0.0,0.0,0.0,0.114,3.348,0.105,0.0,33.2701
-327.846,4040.0,13.0,34,17.651,5.627,24.27049,103.33,245.34,0.093,0.019,0.21,1.41,0.0,0.0,0.0,0.053,2.09,0.131,0.0,33.5764
-327.846,4040.0,13.0,62,16.864,5.768,24.54485,104.36,251.43,0.122,0.035,0.2,1.47,0.0,0.0,0.0,0.07,2.235,0.229,0.0,33.6877
-327.846,4040.0,13.0,115,14.067,5.4,25.2454,92.43,235.22,0.239,0.232,0.36,2.94,0.17,1.46,0.18,0.001,1.345,0.395,0.18,33.7896
-327.846,4040.0,13.0,140,11.975,4.99,25.59308,81.72,217.29,0.136,0.124,0.73,6.62,0.027,8.07,0.0,0.061,0.325,0.459,0.0,33.702
-2.012,59.0,5.0,0,21.223,5.904,23.50718,116.05,257.62,1.929,0.199,0.17,1.36,0.014,0.09,0.52,1.02,53.233,0.0,0.52,33.7811
-2.012,59.0,5.0,2,21.223,5.904,23.50739,116.05,257.62,1.929,0.199,0.17,1.36,0.0,0.09,0.52,1.02,53.233,0.009,0.52,33.7811
-2.012,59.0,5.0,7,19.48,6.154,23.9152,117.09,268.42,0.903,0.208,0.22,1.96,0.0,0.1,0.21,0.743,21.841,0.03,0.21,33.7105
-2.012,59.0,5.0,9,18.364,6.178,24.2004,115.1,269.39,1.255,0.263,0.13,1.81,0.0,0.09,0.13,0.676,22.565,0.037,0.13,33.715
-2.012,59.0,5.0,17,13.591,5.795,25.22208,98.16,252.44,3.505,0.881,0.38,3.91,0.0,0.12,0.77,1.233,49.92,0.063,0.77,33.64
-2.012,59.0,5.0,34,11.953,3.918,25.55968,64.13,170.62,1.154,0.696,1.09,11.41,0.432,9.65,0.16,0.193,1.177,0.106,0.16,33.6603
-74.623,1334.0,13.0,7,16.525,5.841,24.61224,104.98,254.6,0.642,0.156,0.17,0.75,0.029,0.0,0.0,0.462,14.213,0.023,0.0,33.6782
-74.623,1334.0,13.0,11,16.488,5.836,24.61618,104.82,254.37,0.664,0.108,0.17,0.6,0.0,0.0,0.08,0.387,15.039,0.037,0.08,33.6718
-74.623,1334.0,13.0,23,15.885,5.781,24.72979,102.58,251.95,0.694,0.193,0.21,1.18,0.036,0.0,0.25,0.215,11.001,0.076,0.25,33.6396
-74.623,1334.0,13.0,41,12.173,4.917,25.40599,80.78,214.15,0.645,0.458,0.81,7.0,0.331,8.08,0.15,0.039,1.068,0.127,0.15,33.5154
-74.623,1334.0,13.0,50,11.994,4.738,25.45802,77.56,206.35,0.403,0.384,0.9,8.08,0.235,9.51,0.0,0.049,0.231,0.15,0.0,33.5383
-134.745,1815.0,13.0,0,16.768,5.72,24.51836,103.28,249.34,0.32,0.125,0.21,2.17,0.004,0.0,0.01,0.162,7.002,0.0,0.01,33.6301
-134.745,1815.0,13.0,2,16.768,5.72,24.51851,103.28,249.34,0.32,0.125,0.21,2.17,0.0,0.0,0.0,0.162,7.002,0.007,0.0,33.6301
-134.745,1815.0,13.0,11,16.681,5.7,24.54198,102.75,248.46,0.359,0.152,0.23,2.07,0.0,0.0,0.0,0.205,9.446,0.037,0.0,33.6334
-134.745,1815.0,13.0,16,16.677,5.706,24.54352,102.84,248.73,0.395,0.169,0.21,2.06,0.0,0.0,0.0,0.22,9.219,0.054,0.0,33.6337
-134.745,1815.0,13.0,29,16.433,5.662,24.59216,101.55,246.8,0.463,0.224,0.26,2.13,0.0,0.0,0.07,0.298,7.776,0.098,0.07,33.6223
-134.745,1815.0,13.0,53,12.552,4.931,25.36639,81.69,214.77,0.307,0.257,0.83,7.08,0.159,8.47,0.0,0.164,1.146,0.169,0.0,33.5572
-134.745,1815.0,13.0,64,11.867,4.618,25.50571,75.4,201.11,0.195,0.213,1.0,9.18,0.066,11.02,0.0,0.276,0.192,0.197,0.0,33.5682
-294.506,4164.0,12.0,0,18.623,5.49,24.03003,102.7,239.43,0.07,0.024,0.23,1.69,0.0,0.01,0.14,0.095,1.802,0.0,0.14,33.5774
-294.506,4164.0,12.0,2,18.623,5.49,24.0302,102.7,239.43,0.07,0.024,0.23,1.69,0.0,0.0,0.14,0.095,1.802,0.008,0.14,33.5774
-294.506,4164.0,12.0,20,18.498,5.495,24.06029,102.55,239.64,0.074,0.03,0.22,1.57,0.0,0.0,0.0,0.181,2.263,0.077,0.0,33.574
-294.506,4164.0,12.0,26,18.491,5.477,24.05781,102.19,238.86,0.08,0.024,0.21,1.48,0.0,0.0,0.0,0.107,2.17,0.1,0.0,33.5678
-294.506,4164.0,12.0,48,17.452,5.707,24.28189,104.35,248.83,0.102,0.036,0.21,1.41,0.0,0.0,0.0,0.104,1.836,0.184,0.0,33.5275
-294.506,4164.0,12.0,85,15.175,5.857,24.82309,102.39,255.24,0.19,0.082,0.21,1.51,0.0,0.0,0.0,0.081,0.739,0.307,0.0,33.5508
-294.506,4164.0,12.0,103,14.422,5.66,25.02592,97.48,246.6,0.377,0.302,0.28,2.11,0.028,0.0,0.06,0.218,0.262,0.361,0.06,33.6027
-90.874,4034.0,14.0,0,17.138,5.627,24.0826,102.06,245.39,0.227,0.073,0.3,1.35,0.012,0.0,0.1,0.137,2.45,0.0,0.1,33.1752
-90.874,4034.0,14.0,3,17.138,5.627,24.08284,102.06,245.39,0.227,0.073,0.3,1.35,0.0,0.0,0.1,0.137,2.45,0.012,0.1,33.1752
-90.874,4034.0,14.0,18,17.138,5.607,24.08093,101.69,244.52,0.231,0.064,0.26,1.29,0.0,0.0,0.0,0.17,2.542,0.069,0.0,33.1712
-90.874,4034.0,14.0,22,17.129,5.637,24.08352,102.21,245.83,0.239,0.064,0.26,1.26,0.0,0.0,0.0,0.179,2.638,0.084,0.0,33.1714
-90.874,4034.0,14.0,40,16.258,5.776,24.18286,102.81,251.86,0.376,0.153,0.29,1.27,0.0,0.0,0.0,0.156,3.115,0.153,0.0,33.0363
-90.874,4034.0,14.0,75,11.906,5.915,24.95475,96.23,257.73,0.319,0.198,0.51,2.2,0.162,1.64,0.0,0.14,0.458,0.272,0.0,32.8674
-90.874,4034.0,14.0,83,10.992,5.408,25.26676,86.4,235.56,0.314,0.19,0.79,5.28,0.035,7.35,0.0,0.104,0.121,0.295,0.0,33.0552
-38.701,2216.0,19.0,0,16.74,5.69,24.5057,102.67,248.04,0.498,0.145,0.2,0.92,0.015,0.0,0.0,0.161,7.995,0.0,0.0,33.6051
-38.701,2216.0,19.0,2,16.74,5.69,24.50585,102.67,248.04,0.498,0.145,0.2,0.92,0.0,0.0,0.0,0.161,7.995,0.007,0.0,33.6051
-38.701,2216.0,19.0,13,16.717,5.679,24.50996,102.42,247.56,0.583,0.157,0.2,0.92,0.0,0.0,0.0,0.17,8.61,0.044,0.0,33.6024
-38.701,2216.0,19.0,16,16.728,5.675,24.51185,102.37,247.38,0.526,0.145,0.2,0.85,0.0,0.0,0.0,0.148,7.507,0.055,0.0,33.6079
-38.701,2216.0,19.0,28,15.872,5.676,24.68908,100.66,247.38,0.983,0.324,0.25,1.23,0.08,0.1,0.0,0.163,8.949,0.095,0.0,33.5824
-38.701,2216.0,19.0,54,11.536,4.154,25.54568,67.35,180.89,0.131,0.119,1.19,11.8,0.033,14.44,0.0,0.054,0.27,0.169,0.0,33.5414
-38.701,2216.0,19.0,60,10.592,3.955,25.72849,62.83,172.2,0.127,0.172,1.33,14.11,0.029,16.68,0.0,0.046,0.089,0.183,0.0,33.5592
-197.708,4404.0,24.0,0,18.962,5.398,23.84441,101.55,235.46,0.161,0.045,0.21,1.21,0.011,0.0,0.0,0.158,2.19,0.0,0.0,33.4458
-197.708,4404.0,24.0,3,18.962,5.398,23.84467,101.55,235.46,0.161,0.045,0.21,1.21,0.0,0.0,0.0,0.158,2.19,0.012,0.0,33.4458
-197.708,4404.0,24.0,24,18.989,5.397,23.83745,101.58,235.42,0.162,0.045,0.21,1.2,0.0,0.0,0.0,0.139,2.299,0.097,0.0,33.4428
-197.708,4404.0,24.0,29,18.99,5.387,23.84796,101.39,234.98,0.155,0.051,0.21,1.18,0.0,0.0,0.0,0.2,2.033,0.118,0.0,33.4563
-197.708,4404.0,24.0,50,18.979,5.389,23.8475,101.4,235.07,0.166,0.043,0.21,1.2,0.0,0.0,0.0,0.12,1.29,0.203,0.0,33.4496
-197.708,4404.0,24.0,96,14.062,5.662,25.04515,96.76,246.69,0.228,0.155,0.27,2.07,0.098,0.17,0.0,0.107,0.388,0.361,0.0,33.5305
-197.708,4404.0,24.0,108,12.948,5.266,25.30752,87.96,229.38,0.152,0.134,0.45,3.64,0.107,3.0,0.0,0.083,0.124,0.395,0.0,33.5773
-47.768,113.0,3.0,0,16.757,5.661,24.52653,102.2,246.77,1.068,0.291,0.21,2.5,0.051,0.68,0.0,0.157,19.403,0.0,0.0,33.6374
-47.768,113.0,3.0,2,16.757,5.661,24.52668,102.2,246.77,1.068,0.291,0.21,2.5,0.051,0.68,0.0,0.157,19.403,0.007,0.0,33.6374
-47.768,113.0,3.0,10,16.73,5.607,24.52559,101.16,244.41,1.114,0.282,0.2,2.27,0.053,0.5,0.0,0.159,18.216,0.034,0.0,33.627
-47.768,113.0,3.0,13,16.719,5.598,24.53337,100.98,244.02,1.115,0.276,0.2,2.2,0.053,0.48,0.0,0.154,16.472,0.044,0.0,33.6335
-47.768,113.0,3.0,24,16.393,5.573,24.6119,99.89,242.91,1.024,0.346,0.22,2.37,0.068,0.66,0.0,0.142,10.839,0.081,0.0,33.6365
-47.768,113.0,3.0,44,14.246,4.86,25.0585,83.41,211.74,0.639,0.275,0.65,6.7,0.177,6.08,0.0,0.09,1.425,0.143,0.0,33.6016
-47.768,113.0,3.0,54,12.45,4.364,25.42606,72.16,190.06,0.39,0.23,0.92,9.81,0.175,9.88,0.0,0.072,0.259,0.17,0.0,33.6087
-202.814,4284.0,11.0,0,16.532,5.742,24.18143,102.88,250.38,0.29,0.06,0.28,1.49,0.014,0.0,0.04,0.123,6.221,0.0,0.04,33.1199
-202.814,4284.0,11.0,2,16.532,5.742,24.18157,102.88,250.38,0.29,0.06,0.28,1.49,0.0,0.0,0.0,0.123,6.221,0.008,0.0,33.1199
-202.814,4284.0,11.0,17,16.318,5.758,24.25455,102.74,251.06,0.382,0.106,0.27,1.43,0.0,0.0,0.0,0.132,5.985,0.063,0.0,33.1496
-202.814,4284.0,11.0,21,16.565,5.692,24.28247,102.13,248.18,0.421,0.123,0.24,1.32,0.0,0.0,0.0,0.21,6.247,0.078,0.0,33.2594
-202.814,4284.0,11.0,36,16.381,5.691,24.35421,101.77,248.12,0.698,0.215,0.25,1.29,0.0,0.0,0.0,0.153,5.861,0.132,0.0,33.2963
-202.814,4284.0,11.0,72,13.568,5.589,24.91493,94.38,243.54,0.246,0.169,0.46,2.28,0.35,1.98,0.19,0.184,0.229,0.251,0.19,33.2327
-202.814,4284.0,11.0,80,12.802,5.196,25.06949,86.36,226.37,0.151,0.149,0.67,3.89,0.079,5.78,0.0,0.154,0.049,0.275,0.0,33.235
-11.326,660.0,8.0,0,18.885,5.575,24.03746,104.88,243.14,0.391,0.08,0.09,1.45,0.019,0.03,0.16,1.358,8.519,0.0,0.16,33.6731
-11.326,660.0,8.0,2,18.885,5.603,24.03764,105.4,244.36,0.391,0.08,0.09,1.45,0.0,0.0,0.16,1.358,8.519,0.008,0.16,33.6731
-11.326,660.0,8.0,15,17.952,5.731,24.25419,105.87,249.89,0.742,0.194,0.07,1.56,0.0,0.0,0.07,0.237,13.877,0.057,0.07,33.6524
-11.326,660.0,8.0,18,17.166,5.776,24.40166,105.08,251.81,0.706,0.216,0.13,1.74,0.0,0.0,0.0,0.268,11.664,0.068,0.0,33.5981
-11.326,660.0,8.0,32,14.832,5.87,24.83577,101.88,255.8,0.759,0.322,0.29,2.9,0.0,0.0,0.12,0.149,8.101,0.115,0.12,33.4753
-11.326,660.0,8.0,63,12.336,4.335,25.42204,71.5,188.8,0.334,0.176,0.9,9.06,0.198,9.21,0.0,0.07,0.255,0.201,0.0,33.5747
-11.326,660.0,8.0,70,12.101,4.066,25.50023,66.74,177.07,0.147,0.15,1.05,11.09,0.034,11.48,0.0,0.243,0.007,0.219,0.0,33.6174
-111.016,727.0,3.0,0,16.891,5.608,24.46105,101.48,244.47,0.438,0.119,0.21,1.51,0.021,0.02,0.01,3.832,3.671,0.0,0.01,33.5929
-111.016,727.0,3.0,3,16.891,5.608,24.46128,101.48,244.47,0.438,0.119,0.21,1.51,0.0,0.0,0.0,3.832,3.671,0.01,0.0,33.5929
-111.016,727.0,3.0,15,16.88,5.578,24.46354,100.91,243.16,0.43,0.126,0.24,1.53,0.0,0.1,0.3,0.21,6.497,0.052,0.3,33.5913
-111.016,727.0,3.0,18,16.878,5.613,24.46171,101.54,244.69,0.483,0.123,0.22,1.47,0.0,0.0,0.0,1.245,5.167,0.062,0.0,33.588
-111.016,727.0,3.0,31,16.876,5.568,24.46854,100.72,242.73,0.466,0.152,0.22,1.45,0.0,0.0,0.0,0.111,2.989,0.108,0.0,33.595
-111.016,727.0,3.0,60,12.66,4.752,25.23674,78.83,207.0,0.286,0.331,0.87,6.7,0.052,9.13,0.0,0.094,0.387,0.199,0.0,33.4165
-111.016,727.0,3.0,67,11.98,4.591,25.39027,75.08,199.96,0.269,0.233,0.99,8.42,0.047,11.03,0.0,0.086,0.036,0.218,0.0,33.4466
-270.457,4426.0,7.0,0,18.927,5.396,23.90159,101.49,235.36,0.133,0.025,0.23,1.25,0.016,0.0,0.0,0.102,2.228,0.0,0.0,33.5091
-270.457,4426.0,7.0,2,18.927,5.396,23.90176,101.49,235.36,0.133,0.025,0.23,1.25,0.0,0.0,0.0,0.102,2.228,0.008,0.0,33.5091
-270.457,4426.0,7.0,27,18.76,5.42,23.93402,101.6,236.4,0.139,0.035,0.21,1.2,0.0,0.0,0.0,0.076,1.645,0.108,0.0,33.4935
-270.457,4426.0,7.0,34,18.447,5.429,23.9508,101.1,236.79,0.142,0.036,0.23,1.12,0.0,0.0,0.0,0.134,1.65,0.136,0.0,33.4127
-270.457,4426.0,7.0,59,16.564,5.965,24.37274,107.09,260.06,0.216,0.066,0.21,1.25,0.0,0.0,0.0,0.153,1.462,0.232,0.0,33.373
-270.457,4426.0,7.0,114,12.807,5.307,25.29678,88.35,231.16,0.187,0.134,0.46,3.19,0.234,2.77,0.0,0.035,0.448,0.405,0.0,33.5273
-270.457,4426.0,7.0,127,11.16,4.904,25.6192,78.84,213.54,0.115,0.092,0.85,7.45,0.027,9.71,0.0,0.117,0.07,0.438,0.0,33.544
-69.072,1723.0,6.0,0,18.628,5.434,24.08436,101.71,236.98,0.177,0.043,0.19,1.19,0.02,0.02,0.0,0.11,5.001,0.0,0.0,33.6501
-69.072,1723.0,6.0,3,18.628,5.434,24.08462,101.71,236.98,0.177,0.043,0.19,1.19,0.0,0.0,0.0,0.11,5.001,0.012,0.0,33.6501
-69.072,1723.0,6.0,23,17.434,5.686,24.3449,103.99,247.9,0.29,0.105,0.23,1.54,0.0,0.0,0.0,0.457,5.841,0.086,0.0,33.6067
-69.072,1723.0,6.0,29,16.765,5.75,24.47781,103.78,250.66,0.434,0.156,0.25,1.74,0.0,0.0,0.0,0.157,6.552,0.107,0.0,33.5735
-69.072,1723.0,6.0,51,12.666,4.801,25.33726,79.72,209.11,0.466,0.353,0.74,6.81,0.211,6.84,0.0,0.259,2.748,0.173,0.0,33.5483
-69.072,1723.0,6.0,98,10.179,3.394,25.95195,53.49,147.74,0.034,0.075,1.55,19.91,0.0,20.01,0.0,0.031,0.241,0.28,0.0,33.7527
-69.072,1723.0,6.0,110,9.986,3.068,26.03686,48.17,133.54,0.021,0.064,1.69,22.73,0.0,21.54,0.0,0.103,0.915,0.304,0.0,33.8191
-208.573,3758.0,17.0,0,15.822,5.944,24.50831,105.16,259.11,0.801,0.218,0.24,1.83,0.018,0.01,0.01,0.171,6.118,0.0,0.01,33.3353
-208.573,3758.0,17.0,2,15.822,5.944,24.50845,105.15,259.11,0.801,0.218,0.24,1.83,0.0,0.0,0.0,0.171,6.118,0.007,0.0,33.3353
-208.573,3758.0,17.0,8,15.781,5.981,24.51659,105.72,260.72,0.773,0.229,0.24,1.8,0.0,0.0,0.0,0.119,6.331,0.027,0.0,33.3334
-208.573,3758.0,17.0,11,15.798,5.989,24.5133,105.9,261.07,0.801,0.218,0.24,1.83,0.029,0.0,0.0,0.559,7.461,0.038,0.0,33.3338
-208.573,3758.0,17.0,18,15.71,5.992,24.52961,105.76,261.2,0.907,0.313,0.24,1.83,0.027,0.0,0.0,0.109,4.171,0.061,0.0,33.3288
-208.573,3758.0,17.0,36,15.976,5.72,24.65082,101.63,249.31,0.974,0.371,0.27,1.42,0.036,0.06,0.29,0.024,0.386,0.122,0.29,33.5624
-208.573,3758.0,17.0,40,15.515,5.7,24.72098,100.31,248.42,0.757,0.312,0.28,1.44,0.061,0.14,0.41,0.077,0.346,0.135,0.41,33.5192
-74.929,1376.0,10.0,0,18.642,5.449,24.14905,102.07,237.61,0.241,0.049,0.15,0.71,0.02,0.0,0.0,0.171,6.118,0.0,0.0,33.7393
-74.929,1376.0,10.0,2,18.642,5.449,24.14922,102.07,237.61,0.241,0.049,0.15,0.71,0.0,0.0,0.0,0.171,6.118,0.008,0.0,33.7393
-74.929,1376.0,10.0,18,18.543,5.466,24.14557,102.17,238.36,0.262,0.065,0.13,0.48,0.0,0.0,0.0,0.119,6.331,0.068,0.0,33.7004
-74.929,1376.0,10.0,30,14.167,5.604,25.01196,95.99,244.17,0.736,0.394,0.41,3.05,0.095,1.46,0.0,0.559,7.461,0.109,0.0,33.521
